category,resolved_by,issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id in candidates. Article is about Northwest Missouri State University in Maryville, MO, not University of Minnesota. The contract is for total facility management services (maintenance, custodial, landscaping, energy management, etc.), not food-service concessions. The university is taking these services in-house effective April 3, 2017. This may not be a food-service contract at all — needs review. The Aramark relationship dates back more than 30 years.",event,ev_71ed24575f11b40f,Northwest Missouri State University,Aramark,self_op on 2017-04-03 (confidence 0.85),|University Wire; Carlsbad | 2017-01-18,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id in candidates. Article says Aramark was approved by the Board of Trustees to become Temple University's main food service provider on a 15-year contract. The venue is Temple University's campus dining, not a stadium/arena. Needs review for venue matching.",event,ev_bc749ab7924913cc,Temple University,Aramark,won on 2016-10-11 (confidence 0.9),|University Wire; Carlsbad | 2016-10-11,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No matching venue_id in candidates. Sodexo had been Temple's food provider for 28 years with contract set to expire July 1 (2017). Replaced by Aramark. Needs review for venue matching.,event,ev_ec60d67dd3be98e5,Temple University,Sodexo,lost on 2017-07-01 (confidence 0.85),|University Wire; Carlsbad | 2016-10-11,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id in candidates. U of T took food service in-house on St. George campus after not renewing Aramark contract. Announced January 2016. Canadian university, not a US venue. Article says Scarborough and Mississauga campuses stayed with third-party service.",event,ev_0d84f3aac24baa25,University of Toronto,University of Toronto,self_op on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — Cotton Correctional Facility is a prison, not a stadium/arena/convention center. Article states Trinity replaced Aramark Correctional Services in September 2015. Operator not on crosswalk. This is a statewide prison food service contract described in passing.",event,ev_a74ebb5cdd71aa57,Cotton Correctional Facility,Trinity Food Services,won on 2015-09-01 (confidence 0.8),"|Lansing State Journal (1980-); Lansing, Michigan | 2016-09-07",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — Michigan prison system, not a stadium/arena. Article says 'In 2015, the state of Michigan and Aramark agreed to end their $145 million, three-year contract 18 months early.' Reported via Detroit Free Press. The contract ended by mutual agreement.",event,ev_2bc9eb9a44038b70,Michigan Department of Corrections,Aramark,lost on 2015-01-01 (confidence 0.75),"|The Tennessean; Nashville, Tenn. | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — University of Toronto St. George campus is a Canadian university, not in our venue list. Article states in January 2016 U of T announced it would not renew its contract with Aramark, which had operated for over 10 years. Aramark's contract was not renewed (lost to self-operation).",event,ev_f587c1b0c7582dbc,University of Toronto,Aramark,lost on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — University of Toronto St. George campus is a Canadian university. Article states U of T announced in January 2016 it would provide food services independently across the entire St. George campus, replacing Aramark. Self-operation only applies to St. George campus; Scarborough and Mississauga campuses remain with third-party service.",event,ev_3d844a0a15b3ac55,University of Toronto,University of Toronto,self_op on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — state prison system, not a stadium/arena. TRICOR is a state rehabilitation agency, not a standard food-service operator. The article says the food service contract with TRICOR 'will come to an end' and Aramark replaces them. Contract not yet finalized at article date.",event,ev_874a10d680f7405a,Tennessee Department of Correction,TRICOR,lost on 2016-10-01 (confidence 0.7),"|The Tennessean; Nashville, Tenn. | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No matching venue_id — statewide prison food contract. Article says Trinity replaced Aramark in August 2015.,event,ev_a0035b7360e519ef,Michigan state prisons,Aramark Correctional Services,lost on 2015-08-01 (confidence 0.85),"|Detroit Free Press (1923-), General edition; Detroit | 2016-09-09",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No matching venue_id — statewide prison food contract. Trinity is Florida-based; replaced Aramark in August 2015. Contract estimated at $158.8M over 3 years. Operator not on known crosswalk list.,event,ev_27e0d3480585c6b5,Michigan state prisons,Trinity Services Group,won on 2015-08-01 (confidence 0.85),"|Detroit Free Press (1923-), General edition; Detroit | 2016-09-09",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — this is a prison, not a stadium/arena/convention center. Article states 'Florida-based Trinity replaced Aramark Correctional Services of Philadelphia in September 2015.' This is a statewide prison food service contract. Sub_brand is 'Correctional Services' but that's not in the known sub-brands list.",event,ev_c9f4c254ef9ba6d2,Cotton Correctional Facility,Aramark Correctional Services,lost on 2015-09-01 (confidence 0.8),"|Lansing State Journal (1980-); Lansing, Michigan | 2016-09-07",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — this is a state prison system food services contract, not a stadium/arena. The article says 'the department plans to award' and 'expected start date for food delivery will be October 1, 2016' — the contract had not yet been finalized at article date, but the department announced Aramark as the chosen provider. The contract and its finalization were still pending negotiation. Borderline between a decided award and a pending decision.",event,ev_22f81347b12bfe06,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.72),"|The Tennessean; Nashville, Tenn. | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id — this is a statewide prison food contract (Michigan Dept. of Corrections, 33 facilities), not a stadium/arena/convention center. Article states Aramark began a 3-year, $145M contract in December 2013, replacing unionized state employees. Institution is Michigan Department of Corrections.",event,ev_eb9906d9c9b65c65,Michigan state prisons,Aramark Correctional Services,won on 2013-12-01 (confidence 0.85),"|Detroit Free Press (1923-), General edition; Detroit | 2016-09-09",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id. Harvard dining (HUDS) appears to be self-operated by the university, not an outsourced contractor. The strike by Unite Here Local 26 is reported as ongoing for three weeks as of article date. HUDS workers are university employees represented by a union. This is a labor action at a self-operated dining service, which may not fit the typical venue-contractor model tracked in this dataset.",event,ev_f25f370c0ad0be83,Harvard,Harvard University Dining Services,strike on 2016-10-01 (confidence 0.65),|University Wire; Carlsbad | 2016-10-26,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No matching venue_id. Trinity food worker fired for kissing inmate in cooler on Tuesday (Sept 6, 2016). Worker also sent photos and used JPay to communicate with inmate. 98 stop orders issued to Trinity employees in ~1 year.",event,ev_385b345d4e5ea75c,Charles Egeler Reception and Guidance Center,Trinity Services Group,violation on 2016-09-06 (confidence 0.8),"|Detroit Free Press (1923-), General edition; Detroit | 2016-09-09",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id match for Bartlett Dining Hall / University of Chicago dining services. Article says Bon Appétit 'took over on July 1' (2016). The contract covers UChicago dining broadly; Bartlett Dining Hall is mentioned as the specific location of the screw incident. Sodexo named as losing bidder alongside Aramark.,event,ev_f2f8e0bbaf01a767,Bartlett Dining Hall,Compass,won on 2016-07-01 (confidence 0.92),|University Wire; Carlsbad | 2016-09-16,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match for MPEC (Multi-Purpose Events Center) in Wichita Falls, TX. Article says city decided to go with private company Spectra Venue Management instead of continuing to self-manage. Spectra is managing MPEC (which includes Kay Yeager Coliseum, Ray Clymer Exhibit Hall, J.S. Bridwell Agricultural Center) and Memorial Auditorium. The article describes Spectra as the exclusive caterer and facility manager. The contract appears to have started sometime in 2016 or late 2015 but no exact date is given. first_outsourcing set to true because article says city previously managed the facility itself and decided to go with a private company.",event,ev_ae8e657b29a88f4e,MPEC,Spectra,won on ? (confidence 0.7),"|Times Record News (1987-); Wichita Falls, Texas | 2016-11-06",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match for MPEC. Article states the city had been managing the MPEC itself but decided to hire Spectra Venue Management instead, after MPEC Executive Director Bob Sullivan announced retirement in 2015 and revenue was declining (~$300K city subsidy in 2015).",event,ev_dfc814aa919b8b54,MPEC,city of Wichita Falls,lost on ? (confidence 0.7),"|Times Record News (1987-); Wichita Falls, Texas | 2016-11-06",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match — Lafayette Medical Center is a hospital, not in our venue list. The article states the hospital did not renew the contract and Aramark will cease operations on 2016-12-12. Classified as 'expired' since the contract was not renewed and no successor operator is named. This is a healthcare facility, not a stadium/arena/convention center, so may be out of scope.",event,ev_419a3fbf2ca42545,Lafayette Medical Center,Aramark Healthcare Services,expired on 2016-12-12 (confidence 0.9),"|US Fed News Service, Including US State News; Washington, D.C. | 2016-10-15",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match — Mayo Clinic is a healthcare system with 20 facilities, not a stadium/arena/convention center. Article says Mayo decided to switch from Sodexo to Morrison Healthcare across 20 facilities. The transition is announced but details for union employees are still being negotiated. Date of switch not specified; article references a June 30 announcement meeting. This is a healthcare food service contract, not a sports/entertainment venue.",event,ev_dd4b22dc7230a57a,Mayo Clinic,Compass,won on ? (confidence 0.75),"|Post - Bulletin; Rochester, Minn. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match — Mayo Clinic is a healthcare system, not a sports/entertainment venue. Article states Mayo decided to switch food vendors from Sodexo to Morrison Healthcare. Transition details for union workers still being negotiated. This may be outside scope (healthcare food service, not stadium/arena/convention center).",event,ev_c2304a899c3b08f2,Mayo Clinic,Sodexo,lost on ? (confidence 0.75),"|Post - Bulletin; Rochester, Minn. | 2016-08-20",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match — SMSU (Southwest Minnesota State University, Marshall MN) is not in the candidate venue list. Aramark was the previous food service provider, replaced by Chartwells. No exact date given for the switch.",event,ev_7e23c8700e5c112a,SMSU campus,Aramark,lost on ? (confidence 0.75),|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match — SMSU (Southwest Minnesota State University, Marshall MN) is not in the candidate venue list. The article says Chartwells is 'SMSU's new food service provider after switching from Aramark,' but gives no exact date for the switch. The article is from Sept 2016 and describes Chartwells as already in place.",event,ev_02610c1a3e46c43c,SMSU campus,Compass,won on ? (confidence 0.75),|University Wire; Carlsbad | 2016-09-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Aramark described as 'the University's food supplier of 27 years' — lost to Bon Appétit effective July 1, 2016. The 27-year tenure implies Aramark held the contract since approximately 1989.",event,ev_c03f638e8b8b1b84,Bartlett Dining Hall,Aramark,lost on 2016-07-01 (confidence 0.92),|University Wire; Carlsbad | 2016-09-16,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Aramark selected as Georgetown University's dining contractor for 10 years, announced Nov. 1. Venue is Georgetown University dining (Leo's / O'Donovan Hall). Article mentions renovation of O'Donovan Hall. Sodexo was the other finalist but it's unclear if Sodexo was the incumbent or just a competing bidder—article does not explicitly name the incumbent operator being replaced.",event,ev_e84274ac3f11ecd3,Leo's,Aramark,won on 2016-11-01 (confidence 0.85),|University Wire; Carlsbad | 2016-11-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Article states: 'JMU's contract with Aramark began in 2000 and is good up until June 30, 2035.' Contract runs from 2000 to June 30, 2035 = 35 years. The contract start year is stated but not the exact start date.",event,ev_90e55ec5b3e27f06,JMU Dining Services,Aramark,won on 2000-01-01 (confidence 0.85),|University Wire; Carlsbad | 2016-11-02,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Barnard took over management of the store from Aramark in May 2016. This is a college merchandise store, not a traditional stadium/arena concessions venue — reviewers should confirm relevance to the contract tracking scope.",event,ev_115d769ac117964a,Barnard Store,Barnard,self_op on 2016-05-01 (confidence 0.75),|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id match. Board of Trustees approved Aramark; transition originally July 1 but moved to May 13. 15-year contract. The venue is Temple University campus dining (Student Center and other locations).,event,ev_82303a72f0ac0128,Temple University,Aramark,won on 2017-05-13 (confidence 0.92),|University Wire; Carlsbad | 2017-01-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id match. Board of Trustees approved the switch in October (2016). Aramark replaces Sodexo effective May 2017.,event,ev_14dd6c82c54ef417,Temple University,Aramark,won on 2017-05-01 (confidence 0.9),|University Wire; Carlsbad | 2017-01-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Mayo plans to transition food service to Morrison Healthcare over 12-18 months as part of a 10-year contract. Article describes this as a plan/transition rather than a completed award, but Mayo has confirmed the deal and is already in bargaining sessions about the transition. Covers 20 facilities across the country including Rochester, Austin, Albert Lea, Owatonna, Mankato, Fairmont. Confidence lower because transition is described as planned/upcoming rather than fully executed.",event,ev_56c9d453881a20b6,Mayo Clinic,Compass,won on ? (confidence 0.75),"|Post - Bulletin; Rochester, Minn. | 2016-08-31",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id match. Sodexo is the incumbent being replaced by Aramark effective May 2017. Board of Trustees approved the switch in October 2016.,event,ev_48562a06ad6d72c9,Temple University,Sodexo,lost on 2017-05-01 (confidence 0.9),|University Wire; Carlsbad | 2017-01-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id match. Sodexo is the incumbent being replaced by Morrison Healthcare at Mayo Clinic's 20 facilities. The transition is described as planned over the next 12-18 months. Confidence lower because transition is not yet completed but Mayo has confirmed the decision and is actively negotiating the changeover.,event,ev_2b58fac4742e2720,Mayo Clinic,Sodexo,lost on ? (confidence 0.72),"|Post - Bulletin; Rochester, Minn. | 2016-08-31",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. Sodexo served Temple for 28 years and is being replaced by Aramark. Transition date May 13, 2017.",event,ev_fc526f07acd7b9b6,Temple University,Sodexo,lost on 2017-05-13 (confidence 0.9),|University Wire; Carlsbad | 2017-01-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id match. This is about management of the Barnard Store (college merchandise store in the Diana Center), not a traditional concessions/catering venue. Aramark's management of the store ended May 2016 when the store manager left and Barnard took over. Aramark remains the college's food service provider; only the store management portion transitioned. Reviewers should assess whether this qualifies as a concessions contract event.",event,ev_9312d1e68a008296,Barnard Store,Aramark,lost on 2016-05-01 (confidence 0.75),|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id matched. Board of trustees approved letter of intent on Sept. 12 to finalize the deal; article says 6 years added to 4 years remaining, making total remaining ~10 years. Contract expected to generate ~$23M over next decade. Aramark guaranteed minimum $12.1M, plus $5M+ in dining site investment, $4.2M equipment, $1.5M up-front discretionary dollars. No competitive bids were sought. Article describes this as a letter of intent to 'finalize' the new deal — the board approved the LOI but the deal may not be fully executed yet. Confidence slightly reduced for this reason.",event,ev_27d4954e8c27323d,University of Toledo,Aramark,renewed on 2016-09-12 (confidence 0.85),|TCA Regional News; Chicago | 2016-09-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",No venue_id matched. Sodexo Inc. had been on the North Philadelphia campus for 28 years per a Temple News article. Lost to Aramark effective July 1 (likely 2017).,event,ev_031fc2394d4f02ae,Temple University,Sodexo,lost on 2017-07-01 (confidence 0.9),|TCA Regional News; Chicago | 2016-10-11,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","No venue_id matched. The contract starts July 1 — since the article is from Oct 2016, that likely means July 1, 2017. Board of trustees approved selection. Four competitors total but only Sodexo is named. This is a university dining services contract, not necessarily a stadium/arena concession.",event,ev_533e8e79627058b1,Temple University,Aramark,won on 2017-07-01 (confidence 0.92),|TCA Regional News; Chicago | 2016-10-11,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Opening of Fresh Food Company dining hall as part of $96M Core Campus project. Broke ground in 2014; article published Dec 2016 describing facility as operational. Exact opening date not stated. No venue ID match — this is a campus dining facility, not a stadium.",event,ev_84ef7e515261dada,Clemson,Aramark,initiative on 2016-01-01 (confidence 0.8),|Food Management; Cleveland | 2016-12-01,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Post-Chartwells takeover inspections on May 19, May 24, June 2, June 3, June 9, and July 7 included unsatisfactory results. Earliest post-takeover failure date used. No matching candidate venue.",event,ev_be5ff4112ef162d4,The Perch,Compass,violation on 2016-05-19 (confidence 0.7),|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Prison food services contract, not a stadium/arena/convention center. No matching venue in candidate list. Article says department 'plans to award' contract to Aramark with expected start date October 1, 2016. The incumbent TRICOR (Tennessee Rehabilitative Initiative in Correction) was a state-based provider, not a commercial operator on the known list. Article is partially obscured/OCR-damaged.",event,ev_5d292bc1ea22c613,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.8),|The Tennessean (1972-); Nashville | 2016-08-08,"After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction",Sodexo had been with Temple for 28 years and was replaced by Aramark. No specific venue named—university-wide dining. Venue ID left null as no candidate venue matches.,event,ev_7984a6913c9c631d,Temple,Sodexo,lost on 2016-10-01 (confidence 0.85),|University Wire; Carlsbad | 2016-12-29,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","TRICOR (Tennessee Rehabilitative Initiative in Correction) is the named incumbent losing the prison food contract to Aramark. TRICOR is a state-based program, not a commercial food service operator on the known list. No matching venue in candidate list. This is a prison food services contract, not a stadium/arena/convention center.",event,ev_e251a31037c3dd58,Tennessee Department of Correction,TRICOR,lost on 2016-10-01 (confidence 0.75),|The Tennessean (1972-); Nashville | 2016-08-08,"After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","TRICOR is not a standard food-service operator; it is a state rehabilitation program that ran a cook-chill food program for TN prisons. This is a prison contract, not a stadium/arena/convention center venue. No venue_id match. The contract end is announced but Aramark contract not yet finalized.",event,ev_535c9491784104c8,Tennessee Department of Correction,TRICOR,lost on 2016-10-01 (confidence 0.55),"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","TRICOR losing Tennessee DOC food service contract to Aramark. TRICOR is a state rehabilitation program, not a typical food service operator. This is a prison food service contract, not a stadium/arena/convention center. No matching venue_id among candidates.",event,ev_ada9e2f7fda170b0,the department,TRICOR,lost on ? (confidence 0.55),|The Tennessean (1972-); Nashville | 2016-08-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","This is a state prison food services contract, not a stadium/arena/convention center contract. No matching venue in candidate list. The article says the department 'plans to award' the contract to Aramark with expected start date October 1, 2016. The incumbent TRICOR (Tennessee Rehabilitative Initiative in Correction) lost the contract. Venue is a state corrections system, not a traditional venue.",event,ev_3fa52d81a0d88e57,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.75),"|The Leaf-Chronicle (1979-); Clarksville, Tennessee | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Trinity employee caught with suspected drugs at Cotton Correctional Facility on Thursday (likely Sept 1, 2016). No candidate venue matches. This is a correctional facility, not a stadium/arena/convention center.",event,ev_5b17059ccc583b50,Cotton Correctional Facility,Trinity Food Services,violation on 2016-09-01 (confidence 0.75),"|Detroit Free Press; Detroit, Mich. | 2016-09-07",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Two Aramark Correctional Services food service workers arrested for improper sexual relationships with inmates. Cases submitted to grand jury. No candidate venue matches Tom Green County Jail. This is a correctional facility, not a stadium/arena.",event,ev_a493acde83f2b7cf,Tom Green County Jail,Aramark Correctional Services,violation on 2016-08-02 (confidence 0.85),|Standard Times; San Angelo | 2016-09-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","Venue is David Ross Sports Village at the University of Nottingham (UK), not a US venue. No candidate venue matches. Contract value is £5 million (GBP), not USD, so left null. Article says venue is 'set to open this month' (November 2016).",event,ev_6b08126afa853bbc,David Ross Sports Village,Sodexo,won on 2016-11-01 (confidence 0.85),|Nottingham Evening Post; Nottingham (UK) | 2016-11-08,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-9221ba4d94,Barnard Store,Barnard,? to 2016-05-01 [ended/self_op_conversion],|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-aabde55cd8,Barnard Store,Aramark,? to 2016-05-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-06,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-6683442c97,Lafayette General Medical Center,Aramark Healthcare Services,? to 2016-12-12 [ended/lost_bid],"|The Daily Advertiser; Lafayette, La. | 2016-10-15",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-abdeccb848,Lafayette General Medical Center,Lafayette General Medical Center,? to 2016-12-12 [ended/self_op_conversion],"|The Daily Advertiser; Lafayette, La. | 2016-10-15",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-3d1fe964b9,Michigan Department of Corrections,Aramark Correctional Services,? to 2015-09-01 [ended/other],|Crain's Detroit Business; Detroit | 2017-01-30,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-81701bee59,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/lost_bid],"|The Tennessean; Nashville, Tenn. | 2016-08-08; |News Sentinel; Knoxville, Tenn. | 2016-08-05",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-f2a4e6e182,Michigan Department of Corrections,Aramark,? to 2015-01-01 [ended/other],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-7eaafd180d,Temple,Sodexo,? to 2017-06-30 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-25; |University Wire; Carlsbad | 2016-10-18; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-d6e26ad663,Temple,Aramark,2016-10-01 to ? [unknown],|University Wire; Carlsbad | 2016-12-29; |University Wire; Carlsbad | 2016-10-25; |University Wire; Carlsbad | 2016-10-18; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-d73773d53b,Temple,Sodexo,? to 2017-06-01 [ended/other],|University Wire; Carlsbad | 2016-09-13,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-3241352e3e,Temple University,Aramark,2016-01-01 to ? [unknown],"|Fair Disclosure Wire; Linthicum | 2016-11-15; |MENA Report; Camden | 2016-10-14; |University Wire; Carlsbad | 2016-10-11; |University Wire; Carlsbad | 2017-01-17; |University Wire; Carlsbad | 2016-10-21; |US Fed News Service, Including US State News; Washington, D.C. | 2016-10-12; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-362dc0ad6e,Temple University,Sodexo,? to 2017-05-13 [ended/lost_bid],|University Wire; Carlsbad | 2017-01-17,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-6e60c2985f,Temple University,Sodexo,? to 2016-07-01 [ended/lost_bid],|MENA Report; Camden | 2016-10-14,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-b40c9cc1ae,Temple University,Sodexo,? to 2017-07-01 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-11; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer (1969-); Philadelphia | 2016-10-12; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-baaa5a1d9c,University of Toronto,University of Toronto,? to 2016-01-01 [ended/self_op_conversion],|Maclean's; Toronto | 2016-11-07,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","overlaps another operator at this venue (prime vs sub-contract, or a bad pairing)",tenure,sp-c915fdc455,University of Toronto,Aramark,? to 2016-01-01 [ended/lost_bid],|Maclean's; Toronto | 2016-11-07,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","presence only (strike) — operator was here, but no award was reported",tenure,sp-15f0ba88cc,Harvard,Harvard University Dining Services,? to ? [unknown],|University Wire; Carlsbad | 2016-10-26,
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","presence only (violation) — operator was here, but no award was reported",tenure,sp-25d8d56851,Charles Egeler Reception and Guidance Center,Trinity Services Group,? to ? [unknown],"|Detroit Free Press (1923-), General edition; Detroit | 2016-09-09",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","presence only (violation) — operator was here, but no award was reported",tenure,sp-608ca00da2,Ionia Correctional Facility,Trinity Food Services,? to ? [unknown],"|Lansing State Journal; Lansing, Mich. | 2016-09-07",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","presence only (violation) — operator was here, but no award was reported",tenure,sp-0d78889d61,Neil Armstrong Elementary,Aramark,? to ? [unknown],"|The Times - Tribune; Scranton, Pa. | 2016-11-10; |TCA Regional News; Chicago | 2016-11-10",
out_of_scope,"correctly extracted; the venue is not in this spine. A scope decision, not a correction","presence only (violation) — operator was here, but no award was reported",tenure,sp-01159e2c55,The Perch,Aramark,? to 2016-05-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-06,
